37.602633.2f,38.918913.2f,21.732013.2f,74.443204.2f,62.643347.2f,43.732048.2f,50.996033.2f,33.367617.2f,80.525316.2f,11.942788.2f,31.414753.2f,15.044673.2f,20.882518.2f,76.092063.2f,84.399599.2f,38.693605.2f,51.370459.2f,83.263368.2f,82.711551.2f,1.790744.2f,83.582796.2f,76.210212.2f,71.822004.2f,68.392970.2f,74.321928.2f,97.817108.2f,37.054976.2f,10.853539.2f,47.676859.2f,69.734641.2f,39.153219.2f,47.117620.2f,25.960534.2f,37.561048.2f,52.160828.2f,82.841700.2f,75.936405.2f,27.607554.2f,75.358295.2f,41.043219.2f,6.620907.2f,25.736559.2f,32.609714.2f,67.911923.2f,47.450353.2f,37.115839.2f,65.461562.2f,50.888713.2f,7.432401.2f,45.518865.2f
41.554606.2f,6.580215.2f,49.100952.2f,42.413133.2f,64.305640.2f,51.422814.2f,41.722194.2f,15.633215.2f,83.545424.2f,44.426434.2f,41.708003.2f,31.296984.2f,51.458030.2f,85.803788.2f,54.448455.2f,7.647221.2f,14.337977.2f,50.772835.2f,50.771456.2f,36.158565.2f,93.513879.2f,71.801287.2f,57.363510.2f,39.039792.2f,63.891154.2f,103.297047.2f,14.247277.2f,39.735624.2f,57.963217.2f,68.717511.2f,45.172245.2f,44.815389.2f,45.861672.2f,12.009868.2f,66.601799.2f,84.305896.2f,70.542045.2f,17.883293.2f,50.229024.2f,54.534570.2f,39.399245.2f,42.741253.2f,28.300038.2f,35.465193.2f,44.364617.2f,62.187749.2f,81.989849.2f,37.890516.2f,37.835737.2f,79.483228.2f
28.837496.2f,45.320834.2f,9.517523.2f,73.541731.2f,52.274394.2f,33.200527.2f,44.257550.2f,42.140149.2f,69.405268.2f,2.569484.2f,21.807245.2f,11.980704.2f,9.616115.2f,64.185261.2f,82.171986.2f,41.182627.2f,54.500416.2f,82.249734.2f,81.446449.2f,12.162196.2f,71.587915.2f,66.597798.2f,64.930428.2f,66.647505.2f,66.218463.2f,86.142825.2f,37.460770.2f,2.819408.2f,36.363307.2f,59.632171.2f,29.539065.2f,38.827221.2f,14.391053.2f,38.687087.2f,40.137328.2f,71.926498.2f,66.551596.2f,27.789807.2f,71.644752.2f,29.515006.2f,18.539495.2f,15.093355.2f,43.749417.2f,67.518699.2f,39.341796.2f,25.014420.2f,53.202468.2f,45.281242.2f,19.651418.2f,37.067508.2f
43.285953.2f,74.771933.2f,68.114913.2f,46.803871.2f,27.101309.2f,41.551117.2f,29.565643.2f,82.719465.2f,31.906393.2f,74.483515.2f,50.453384.2f,65.116001.2f,72.467484.2f,44.730802.2f,41.913700.2f,60.619242.2f,63.328121.2f,49.211100.2f,47.386575.2f,78.658887.2f,48.953437.2f,14.892213.2f,11.146918.2f,40.841260.2f,5.934766.2f,48.012310.2f,54.843360.2f,71.349269.2f,42.899168.2f,21.421779.2f,43.035283.2f,33.301320.2f,59.600430.2f,56.676666.2f,48.646465.2f,29.585319.2f,12.921762.2f,58.538038.2f,29.813984.2f,48.557263.2f,86.243335.2f,57.521239.2f,93.941128.2f,48.285664.2f,32.830304.2f,65.514112.2f,55.600909.2f,31.431839.2f,86.135028.2f,89.767907.2f
30.410083.2f,62.326578.2f,55.755180.2f,41.302309.2f,21.043430.2f,30.306189.2f,16.013061.2f,69.784454.2f,33.999159.2f,61.529492.2f,37.706030.2f,51.675117.2f,60.151204.2f,43.527657.2f,40.184193.2f,48.116634.2f,52.358755.2f,45.970584.2f,44.244465.2f,65.224085.2f,49.458674.2f,17.801933.2f,7.122968.2f,33.976235.2f,8.259539.2f,52.949243.2f,41.976481.2f,58.193787.2f,33.122390.2f,19.184520.2f,30.653551.2f,20.394530.2f,47.188429.2f,43.940475.2f,40.550258.2f,33.072414.2f,16.023488.2f,45.108613.2f,26.430113.2f,37.749805.2f,72.777300.2f,44.838206.2f,80.729109.2f,40.916300.2f,19.802314.2f,54.951749.2f,50.620404.2f,18.194561.2f,72.635358.2f,79.539933.2f
36.235628.2f,77.319736.2f,26.853839.2f,89.832480.2f,40.012900.2f,29.507694.2f,50.612808.2f,76.723131.2f,48.360938.2f,36.376603.2f,32.284854.2f,43.150290.2f,27.564631.2f,37.079528.2f,94.205899.2f,68.537575.2f,81.035076.2f,97.370537.2f,96.022493.2f,48.431176.2f,42.683232.2f,54.991442.2f,65.214510.2f,81.773747.2f,61.576268.2f,59.208028.2f,62.346915.2f,38.519534.2f,25.054414.2f,46.891737.2f,33.127484.2f,42.012035.2f,27.037298.2f,64.445136.2f,18.395423.2f,51.922274.2f,56.092443.2f,55.020996.2f,80.900461.2f,22.296665.2f,53.938853.2f,30.034576.2f,79.906164.2f,85.687829.2f,42.964802.2f,11.361369.2f,21.386999.2f,54.769095.2f,55.381128.2f,24.511279.2f
40.759458.2f,87.580949.2f,44.068635.2f,88.712305.2f,29.519455.2f,31.054938.2f,49.261895.2f,89.361309.2f,29.762852.2f,54.134619.2f,40.686712.2f,56.658240.2f,46.204527.2f,16.332835.2f,90.177734.2f,76.263663.2f,87.117601.2f,94.990296.2f,93.400939.2f,65.292578.2f,21.136745.2f,41.267728.2f,57.226433.2f,80.641644.2f,51.139102.2f,37.761657.2f,69.311483.2f,54.915371.2f,24.406340.2f,34.014761.2f,37.083122.2f,41.468184.2f,40.501290.2f,71.652931.2f,15.426490.2f,33.519681.2f,42.912752.2f,64.391394.2f,76.342783.2f,27.688165.2f,71.829267.2f,42.198140.2f,94.889184.2f,86.059282.2f,42.335557.2f,29.904309.2f,0.227038.2f,54.268662.2f,72.989224.2f,45.046312.2f
44.988999.2f,25.464764.2f,36.883413.2f,68.040384.2f,70.975843.2f,53.274787.2f,54.182143.2f,17.539828.2f,89.956351.2f,28.041873.2f,40.713066.2f,22.872316.2f,36.974376.2f,87.753073.2f,79.388442.2f,30.614289.2f,41.061215.2f,76.680474.2f,76.476319.2f,15.970224.2f,95.474396.2f,82.696785.2f,73.992387.2f,63.394700.2f,78.297152.2f,108.463509.2f,32.173231.2f,25.210017.2f,58.484124.2f,77.323325.2f,47.596595.2f,52.891640.2f,38.657622.2f,31.582162.2f,64.668028.2f,91.760252.2f,82.022917.2f,25.389966.2f,72.733848.2f,52.616429.2f,14.737149.2f,37.159325.2f,16.199523.2f,61.140164.2f,52.927983.2f,52.367727.2f,79.049141.2f,52.471384.2f,12.831181.2f,62.282944.2f
61.395486.2f,13.972234.2f,65.227652.2f,53.341294.2f,84.427640.2f,71.239495.2f,61.586225.2f,15.684871.2f,103.636893.2f,58.511858.2f,60.844595.2f,47.629272.2f,66.718731.2f,105.853463.2f,65.990712.2f,27.347151.2f,24.806491.2f,60.286491.2f,60.857155.2f,47.732531.2f,113.582827.2f,91.493543.2f,75.781740.2f,52.664461.2f,82.907335.2f,123.407778.2f,34.301058.2f,54.416898.2f,77.697207.2f,88.718566.2f,64.959915.2f,64.946339.2f,63.595375.2f,31.991927.2f,86.068393.2f,104.331216.2f,90.145219.2f,37.110486.2f,65.266679.2f,73.822457.2f,47.895945.2f,60.812586.2f,23.455131.2f,46.968929.2f,64.489749.2f,79.575895.2f,101.430820.2f,57.493441.2f,45.988878.2f,93.934522.2f
57.951591.2f,33.892630.2f,46.384128.2f,79.416715.2f,83.916369.2f,65.807111.2f,67.609898.2f,23.550904.2f,102.693298.2f,36.570077.2f,53.170569.2f,35.154254.2f,45.412020.2f,99.696705.2f,91.200853.2f,42.353306.2f,51.017712.2f,87.852357.2f,87.811044.2f,24.770172.2f,107.331282.2f,95.975032.2f,87.377769.2f,75.405837.2f,91.725022.2f,120.860426.2f,44.910467.2f,35.122910.2f,70.645022.2f,90.429645.2f,60.361977.2f,66.158171.2f,49.794143.2f,44.040114.2f,76.120961.2f,104.633009.2f,95.342720.2f,38.736501.2f,85.372715.2f,64.430453.2f,19.207448.2f,48.837636.2f,13.635024.2f,72.466974.2f,66.226381.2f,61.776996.2f,89.903457.2f,65.870096.2f,17.608200.2f,67.379444.2f
40.717657.2f,77.504859.2f,64.206327.2f,54.220835.2f,20.093039.2f,37.018001.2f,29.915455.2f,84.604497.2f,22.801568.2f,71.474806.2f,47.455257.2f,63.581454.2f,68.444629.2f,35.673418.2f,50.411573.2f,63.304765.2f,67.712317.2f,57.391090.2f,55.579221.2f,76.963247.2f,39.819482.2f,5.866663.2f,17.100367.2f,47.631290.2f,8.276392.2f,39.623515.2f,56.969490.2f,68.820681.2f,37.108146.2f,13.313200.2f,39.714929.2f,31.237728.2f,55.896751.2f,59.017117.2f,41.636193.2f,20.631761.2f,4.110880.2f,59.201595.2f,37.689776.2f,43.383031.2f,84.648258.2f,54.264396.2f,95.148998.2f,54.917746.2f,31.014257.2f,59.786336.2f,47.193983.2f,33.082718.2f,84.745454.2f,83.537340.2f
20.530219.2f,30.064966.2f,38.311585.2f,37.469591.2f,40.834480.2f,29.971313.2f,18.358207.2f,36.500928.2f,59.997735.2f,38.746379.2f,23.753338.2f,24.955340.2f,42.118958.2f,62.947641.2f,46.055969.2f,16.377913.2f,26.105491.2f,46.100871.2f,45.251815.2f,37.123654.2f,70.552597.2f,48.506111.2f,36.411262.2f,30.431941.2f,41.671514.2f,79.778696.2f,9.339011.2f,34.078049.2f,36.613538.2f,45.150468.2f,24.157459.2f,21.477945.2f,31.688027.2f,11.660869.2f,45.878017.2f,60.732501.2f,47.362608.2f,12.494041.2f,36.502368.2f,34.851667.2f,43.781012.2f,28.156247.2f,47.333769.2f,31.795125.2f,20.946715.2f,47.009495.2f,61.015956.2f,15.224489.2f,43.093791.2f,68.849677.2f
52.311184.2f,42.589032.2f,35.253060.2f,84.193380.2f,77.496130.2f,58.584668.2f,64.944455.2f,33.894365.2f,95.337925.2f,25.204406.2f,46.257171.2f,29.305606.2f,33.294289.2f,90.523011.2f,95.065337.2f,46.941665.2f,58.077324.2f,92.937236.2f,92.611267.2f,15.966425.2f,97.913320.2f,90.957153.2f,85.625394.2f,78.973012.2f,88.626743.2f,112.433670.2f,47.255778.2f,25.472013.2f,62.418905.2f,84.564556.2f,53.975120.2f,61.644812.2f,40.551550.2f,47.134354.2f,66.464865.2f,97.683819.2f,90.634065.2f,38.841117.2f,87.264395.2f,55.698436.2f,8.272482.2f,40.545012.2f,27.481997.2f,77.380433.2f,61.923417.2f,49.929604.2f,79.144803.2f,64.327890.2f,8.197297.2f,52.809564.2f
54.327409.2f,31.126123.2f,43.577698.2f,76.127553.2f,80.305951.2f,62.296399.2f,63.858922.2f,21.128232.2f,99.141752.2f,33.929397.2f,49.668110.2f,31.659089.2f,42.860542.2f,96.357319.2f,87.814714.2f,38.925848.2f,48.012373.2f,84.619466.2f,84.538486.2f,21.898046.2f,104.018143.2f,92.272529.2f,83.629670.2f,71.963141.2f,87.973981.2f,117.405115.2f,41.282854.2f,32.148661.2f,67.232501.2f,86.775171.2f,56.788881.2f,62.456581.2f,46.604897.2f,40.467815.2f,72.895091.2f,101.044719.2f,91.627986.2f,34.992547.2f,81.788415.2f,61.100263.2f,17.108332.2f,45.516065.2f,12.991901.2f,69.182977.2f,62.515984.2f,59.049041.2f,86.846080.2f,62.119547.2f,15.338251.2f,65.795688.2f
11.233917.2f,44.484371.2f,36.109614.2f,43.040757.2f,26.278029.2f,17.925522.2f,6.567728.2f,50.109757.2f,45.489927.2f,40.261219.2f,17.982715.2f,29.420128.2f,40.461650.2f,48.637926.2f,48.226280.2f,30.935496.2f,39.724381.2f,50.703274.2f,49.425416.2f,42.959325.2f,56.164411.2f,34.956541.2f,27.415073.2f,34.995924.2f,30.260787.2f,65.242832.2f,23.875110.2f,36.498934.2f,24.170064.2f,30.855007.2f,13.740682.2f,7.055138.2f,27.819616.2f,26.214441.2f,33.649562.2f,46.344055.2f,34.065406.2f,23.950471.2f,35.792219.2f,24.524988.2f,50.470755.2f,24.789125.2f,59.967746.2f,39.079430.2f,6.427458.2f,39.950178.2f,48.154868.2f,8.419215.2f,50.302868.2f,63.910656.2f
32.393308.2f,21.162432.2f,47.336178.2f,31.867554.2f,51.936008.2f,41.906537.2f,28.310277.2f,29.940485.2f,70.759975.2f,45.674803.2f,34.925321.2f,31.354784.2f,50.678595.2f,74.561451.2f,42.708576.2f,7.245406.2f,14.179318.2f,40.667846.2f,40.246096.2f,40.960861.2f,82.090130.2f,57.940004.2f,42.680934.2f,26.662782.2f,49.416872.2f,90.601442.2f,5.870282.2f,40.788459.2f,48.550431.2f,55.557326.2f,36.043732.2f,32.975972.2f,41.796851.2f,5.298197.2f,57.796583.2f,71.184239.2f,56.559437.2f,15.622503.2f,36.476696.2f,46.603814.2f,46.315000.2f,38.304065.2f,42.197274.2f,25.199491.2f,32.347356.2f,57.740451.2f,72.953160.2f,23.964015.2f,45.176743.2f,78.315069.2f
51.296084.2f,15.595321.2f,62.822281.2f,33.470970.2f,70.749288.2f,60.942214.2f,46.788736.2f,26.033882.2f,89.247124.2f,58.867661.2f,53.053620.2f,45.288367.2f,65.495870.2f,93.631040.2f,46.111774.2f,16.556587.2f,5.726015.2f,40.759503.2f,41.196538.2f,50.907067.2f,101.111905.2f,75.438907.2f,57.872408.2f,32.801421.2f,65.638271.2f,109.068355.2f,22.906438.2f,54.095646.2f,67.592751.2f,73.867234.2f,54.968556.2f,52.056368.2f,58.664233.2f,20.685500.2f,76.752298.2f,89.416169.2f,73.877609.2f,30.414615.2f,45.569485.2f,65.274961.2f,53.986430.2f,55.331638.2f,38.324098.2f,27.015402.2f,51.397327.2f,74.972625.2f,91.987152.2f,42.056097.2f,52.364546.2f,93.564637.2f
16.566712.2f,58.175346.2f,40.793603.2f,50.261882.2f,12.769232.2f,14.621731.2f,11.538311.2f,63.633018.2f,31.809336.2f,47.483280.2f,23.400050.2f,39.566601.2f,45.142292.2f,36.022513.2f,52.330004.2f,44.545058.2f,52.527036.2f,56.661222.2f,55.114662.2f,52.862229.2f,43.279388.2f,22.340519.2f,22.684190.2f,42.201294.2f,21.395620.2f,51.592033.2f,37.527578.2f,44.692265.2f,17.838651.2f,17.286531.2f,15.782666.2f,7.550382.2f,32.295460.2f,39.848379.2f,26.184826.2f,32.671325.2f,21.861634.2f,37.211706.2f,38.638409.2f,22.060926.2f,60.556802.2f,30.350921.2f,73.070151.2f,47.826271.2f,7.664657.2f,39.262742.2f,38.528127.2f,16.635827.2f,60.708940.2f,63.861259.2f
31.160998.2f,33.888765.2f,51.995097.2f,23.638176.2f,44.438347.2f,39.131587.2f,20.495154.2f,42.981259.2f,62.101143.2f,52.707410.2f,36.124398.2f,38.817551.2f,55.915084.2f,68.031717.2f,32.221894.2f,20.286142.2f,22.141464.2f,32.179641.2f,31.296452.2f,50.478232.2f,75.171918.2f,47.652483.2f,30.406375.2f,16.468691.2f,37.841712.2f,81.805109.2f,16.629034.2f,48.020253.2f,45.406516.2f,46.619264.2f,34.368552.2f,27.705720.2f,44.916025.2f,17.524294.2f,54.883882.2f,61.986898.2f,46.049860.2f,24.816078.2f,23.938092.2f,45.375767.2f,56.712061.2f,41.424460.2f,55.221342.2f,18.452976.2f,26.845858.2f,59.429684.2f,69.211303.2f,15.396645.2f,55.826461.2f,82.152327.2f
61.358960.2f,87.552895.2f,38.203678.2f,113.686181.2f,73.050712.2f,58.584404.2f,77.983961.2f,82.720154.2f,82.348029.2f,40.798846.2f,54.750717.2f,54.517270.2f,34.664526.2f,70.358880.2f,120.560887.2f,83.840769.2f,97.177914.2f,122.063710.2f,121.009846.2f,50.601702.2f,74.984599.2f,88.411614.2f,95.824883.2f,106.138937.2f,93.610131.2f,91.669085.2f,79.583672.2f,45.534000.2f,56.379237.2f,80.292094.2f,59.542886.2f,69.990455.2f,45.278137.2f,81.044369.2f,51.896260.2f,85.937057.2f,89.333402.2f,70.167734.2f,108.336788.2f,51.115534.2f,51.506520.2f,48.705912.2f,80.488994.2f,108.277449.2f,70.855192.2f,33.917907.2f,53.915822.2f,80.967138.2f,53.446210.2f,9.617219.2f
37.736608.2f,22.295926.2f,33.131417.2f,61.380309.2f,63.658817.2f,46.417455.2f,46.308540.2f,17.635361.2f,82.791234.2f,25.677525.2f,34.044857.2f,16.916578.2f,34.113807.2f,81.260612.2f,72.392224.2f,24.134214.2f,35.786863.2f,70.114962.2f,69.803830.2f,15.156312.2f,89.028913.2f,75.026580.2f,66.083745.2f,56.324076.2f,70.420848.2f,101.556067.2f,24.758480.2f,21.808719.2f,51.941174.2f,69.834796.2f,40.541086.2f,45.264181.2f,33.353661.2f,24.422993.2f,58.698350.2f,84.472312.2f,74.306611.2f,17.503904.2f,65.223778.2f,46.439271.2f,17.706193.2f,31.361858.2f,21.465592.2f,54.556664.2f,45.261084.2f,48.235349.2f,73.465923.2f,44.561824.2f,16.200407.2f,61.060144.2f
20.774119.2f,64.125960.2f,19.973792.2f,74.368818.2f,29.146291.2f,14.514499.2f,35.400997.2f,64.915178.2f,42.735531.2f,29.874703.2f,17.536684.2f,31.762962.2f,23.030780.2f,35.643062.2f,79.019599.2f,54.200353.2f,66.288917.2f,81.975359.2f,80.652765.2f,40.472134.2f,42.903483.2f,44.677354.2f,51.443782.2f,66.324590.2f,48.996039.2f,57.924961.2f,47.703212.2f,30.097638.2f,11.862841.2f,36.689978.2f,17.640481.2f,26.855536.2f,15.485741.2f,49.897545.2f,11.530469.2f,45.768447.2f,45.348962.2f,41.188674.2f,65.891798.2f,6.989711.2f,47.287867.2f,17.371746.2f,69.927342.2f,70.200125.2f,27.796818.2f,10.845654.2f,24.907160.2f,39.391017.2f,48.324435.2f,35.190835.2f
7.614637.2f,51.679945.2f,19.697571.2f,61.470183.2f,27.405036.2f,8.371896.2f,23.990613.2f,53.690615.2f,45.235563.2f,26.987085.2f,4.868548.2f,22.611854.2f,24.046233.2f,42.407180.2f,67.024189.2f,40.934153.2f,52.752827.2f,69.359732.2f,68.129518.2f,34.404988.2f,50.170370.2f,41.739608.2f,42.800620.2f,53.531833.2f,42.489904.2f,63.147971.2f,34.265605.2f,24.965940.2f,13.088806.2f,34.714630.2f,5.656750.2f,16.226980.2f,11.242160.2f,36.511182.2f,20.536676.2f,47.479733.2f,41.782418.2f,28.499842.2f,54.429552.2f,8.282832.2f,41.982570.2f,9.840572.2f,60.309398.2f,56.978482.2f,17.029007.2f,21.173316.2f,35.873322.2f,27.185324.2f,42.526711.2f,45.188326.2f
25.618419.2f,49.758257.2f,3.170717.2f,74.113841.2f,47.324325.2f,28.377920.2f,41.947749.2f,47.521432.2f,63.825893.2f,7.424081.2f,18.293282.2f,15.051688.2f,5.490656.2f,58.035692.2f,81.945728.2f,44.043041.2f,57.354317.2f,82.676076.2f,81.746056.2f,18.612011.2f,65.362506.2f,62.072068.2f,62.177403.2f,66.852429.2f,62.687046.2f,80.140224.2f,39.463044.2f,8.511110.2f,30.816555.2f,54.816809.2f,25.598015.2f,35.601872.2f,9.232390.2f,40.992404.2f,33.932467.2f,66.483735.2f,62.178760.2f,30.186998.2f,70.698288.2f,23.854510.2f,24.940252.2f,11.156125.2f,49.910927.2f,68.430411.2f,36.231732.2f,18.663779.2f,46.756421.2f,43.665898.2f,26.106188.2f,33.374903.2f
59.716201.2f,59.157757.2f,83.318928.2f,12.552047.2f,61.427095.2f,64.998972.2f,43.916548.2f,69.743861.2f,73.136283.2f,84.905328.2f,66.061268.2f,71.165201.2f,87.443309.2f,83.971468.2f,0.387943.2f,48.941409.2f,42.015329.2f,7.969096.2f,6.354571.2f,82.754085.2f,89.517798.2f,55.763604.2f,34.776408.2f,16.197963.2f,43.106597.2f,90.289595.2f,47.930330.2f,80.288873.2f,69.998033.2f,59.435527.2f,62.083716.2f,52.501100.2f,75.599281.2f,48.050317.2f,78.806931.2f,71.354945.2f,53.678091.2f,56.960250.2f,14.195058.2f,72.336503.2f,88.735405.2f,72.260186.2f,82.529491.2f,19.225468.2f,51.550690.2f,88.420538.2f,90.630249.2f,40.122336.2f,87.725554.2f,112.343611.2f
21.916469.2f,54.340901.2f,47.509103.2f,40.200298.2f,20.956233.2f,23.742451.2f,6.803242.2f,61.265313.2f,37.901969.2f,52.735660.2f,29.249263.2f,42.494067.2f,51.915226.2f,44.724281.2f,41.937440.2f,40.188978.2f,45.964341.2f,46.347172.2f,44.778043.2f,56.041120.2f,51.517319.2f,24.111889.2f,14.683600.2f,32.230778.2f,17.312186.2f,57.609142.2f,33.691493.2f,49.237387.2f,27.960882.2f,22.417470.2f,22.748660.2f,12.180285.2f,38.964831.2f,35.791310.2f,36.555664.2f,37.828898.2f,22.784721.2f,36.085989.2f,28.271752.2f,31.317450.2f,63.571770.2f,36.374098.2f,71.902632.2f,38.270227.2f,11.412550.2f,48.323572.2f,48.741721.2f,9.893282.2f,63.410163.2f,72.909142.2f
33.014656.2f,16.326403.2f,36.476818.2f,50.325537.2f,57.966984.2f,42.607566.2f,38.046682.2f,17.801098.2f,77.363303.2f,31.539555.2f,31.422998.2f,18.612379.2f,38.655663.2f,77.691487.2f,61.318791.2f,13.303059.2f,25.815571.2f,59.076857.2f,58.743040.2f,23.841141.2f,85.487481.2f,67.788130.2f,56.774553.2f,45.259149.2f,61.881475.2f,96.724195.2f,13.858871.2f,26.848995.2f,48.813284.2f,63.427357.2f,36.361875.2f,38.684355.2f,33.995296.2f,13.358028.2f,56.758879.2f,78.635901.2f,66.844020.2f,8.931763.2f,54.421360.2f,44.417877.2f,28.172679.2f,31.137543.2f,27.192972.2f,43.525712.2f,38.480226.2f,50.146939.2f,72.044092.2f,35.515898.2f,26.873346.2f,66.638335.2f
38.404224.2f,83.082683.2f,35.553531.2f,90.092327.2f,34.842980.2f,29.745139.2f,50.235984.2f,83.635605.2f,39.610971.2f,45.484295.2f,36.359279.2f,50.187228.2f,37.021813.2f,27.164771.2f,93.059648.2f,72.981542.2f,84.776881.2f,97.059556.2f,95.583698.2f,57.200524.2f,32.253445.2f,48.672731.2f,61.835785.2f,81.962311.2f,56.948549.2f,48.882105.2f,66.343817.2f,46.966133.2f,23.721975.2f,40.817686.2f,34.858298.2f,41.789648.2f,33.689126.2f,68.588201.2f,14.580026.2f,43.303462.2f,50.052722.2f,60.128920.2f,79.388364.2f,24.052972.2f,63.229266.2f,36.070846.2f,87.951000.2f,86.652003.2f,42.732068.2f,20.386587.2f,10.902995.2f,54.908379.2f,64.547012.2f,33.994444.2f
45.769036.2f,73.280619.2f,71.098464.2f,42.015968.2f,32.329195.2f,45.225483.2f,30.669816.2f,81.764091.2f,38.076005.2f,76.851471.2f,53.069436.2f,66.617731.2f,75.490279.2f,50.837141.2f,36.243657.2f,59.300420.2f,60.744945.2f,43.776062.2f,41.949391.2f,80.147907.2f,55.125075.2f,21.024287.2f,10.019291.2f,36.647052.2f,10.233279.2f,53.889449.2f,54.001167.2f,73.434523.2f,47.254747.2f,27.199602.2f,45.976470.2f,35.757645.2f,62.534177.2f,55.655490.2f,53.614773.2f,35.715359.2f,19.021815.2f,58.657612.2f,24.827747.2f,52.493376.2f,87.616321.2f,60.202002.2f,93.385848.2f,44.126962.2f,35.155335.2f,69.627532.2f,61.317168.2f,31.553997.2f,87.373251.2f,94.083426.2f
51.387410.2f,21.039391.2f,65.139535.2f,27.764158.2f,69.081336.2f,60.762469.2f,44.983720.2f,31.653581.2f,87.119276.2f,61.971073.2f,53.926339.2f,48.018689.2f,68.089122.2f,92.360690.2f,40.413587.2f,18.698379.2f,5.361873.2f,34.918347.2f,35.383420.2f,54.805713.2f,99.698068.2f,72.644338.2f,54.214539.2f,27.652742.2f,62.288827.2f,106.858431.2f,23.910468.2f,57.123171.2f,67.380727.2f,71.651364.2f,55.017047.2f,51.009601.2f,60.329695.2f,21.983510.2f,76.708804.2f,87.057540.2f,70.989668.2f,32.545118.2f,40.598296.2f,65.653043.2f,58.409486.2f,56.898578.2f,44.076311.2f,21.474045.2f,50.276923.2f,76.483860.2f,91.755471.2f,40.042602.2f,56.865386.2f,96.083547.2f
56.943883.2f,40.265912.2f,76.272788.2f,10.497409.2f,67.692752.2f,64.823742.2f,45.038550.2f,50.996722.2f,83.332180.2f,75.284141.2f,61.592060.2f,60.963418.2f,79.870399.2f,91.446815.2f,22.263154.2f,33.552741.2f,22.864382.2f,15.589184.2f,16.361473.2f,70.281110.2f,98.087055.2f,66.928176.2f,46.102325.2f,15.560038.2f,54.917431.2f,102.253614.2f,35.516187.2f,70.406479.2f,70.968771.2f,68.157397.2f,60.168186.2f,53.009958.2f,69.872194.2f,34.611745.2f,80.416124.2f,82.427896.2f,64.990180.2f,45.270679.2f,27.286543.2f,71.173602.2f,75.025365.2f,66.340512.2f,63.585321.2f,8.507614.2f,52.101302.2f,84.952727.2f,94.348642.2f,40.032339.2f,73.687154.2f,107.004729.2f
31.829715.2f,58.608723.2f,57.439485.2f,35.182469.2f,26.722088.2f,33.494501.2f,15.618919.2f,66.653479.2f,40.089044.2f,62.350742.2f,39.146737.2f,51.430904.2f,61.843581.2f,49.565290.2f,34.346083.2f,44.462849.2f,47.535142.2f,39.920572.2f,38.208973.2f,64.908189.2f,55.568443.2f,23.610819.2f,5.544074.2f,27.909376.2f,12.411198.2f,58.899300.2f,38.789971.2f,58.670130.2f,37.166228.2f,25.297600.2f,32.751194.2f,22.182224.2f,48.912478.2f,40.569754.2f,45.201031.2f,39.068955.2f,21.725675.2f,43.105658.2f,20.524682.2f,41.065823.2f,72.298324.2f,46.247857.2f,78.052548.2f,34.933010.2f,21.404483.2f,58.172520.2f,56.074813.2f,16.000106.2f,71.993488.2f,82.783364.2f
42.357231.2f,89.644542.2f,48.244518.2f,87.939527.2f,27.595403.2f,32.496568.2f,49.088492.2f,91.996338.2f,25.018724.2f,58.290572.2f,43.161756.2f,59.838782.2f,50.640624.2f,11.070066.2f,88.656871.2f,77.819967.2f,88.157640.2f,93.846573.2f,92.209032.2f,69.137136.2f,15.816214.2f,37.822705.2f,55.083220.2f,79.947551.2f,48.436058.2f,32.391497.2f,70.773782.2f,58.760083.2f,25.929378.2f,31.065717.2f,38.722145.2f,41.785372.2f,44.025135.2f,73.141421.2f,17.954845.2f,28.776221.2f,39.593051.2f,66.501075.2f,74.823433.2f,30.290934.2f,75.877687.2f,45.410103.2f,98.077578.2f,85.687405.2f,42.594145.2f,34.623643.2f,5.623361.2f,54.176876.2f,76.960239.2f,50.444978.2f
27.966168.2f,19.703434.2f,35.204777.2f,46.437877.2f,52.364285.2f,37.740553.2f,32.027861.2f,23.304080.2f,71.769283.2f,31.906175.2f,27.321952.2f,17.850810.2f,37.969244.2f,72.647306.2f,56.883504.2f,11.474649.2f,24.810329.2f,55.252164.2f,54.774080.2f,26.332456.2f,80.425078.2f,61.845764.2f,50.790102.2f,40.788569.2f,55.844035.2f,91.247128.2f,9.068791.2f,27.028671.2f,44.128027.2f,57.638668.2f,31.456388.2f,32.957246.2f,31.393262.2f,9.451649.2f,52.461849.2f,72.940650.2f,60.873288.2f,3.500668.2f,49.219545.2f,40.254168.2f,31.789095.2f,28.220813.2f,33.209484.2f,39.825965.2f,32.705221.2f,47.739576.2f,67.833503.2f,29.487092.2f,30.740342.2f,66.015639.2f
60.426349.2f,22.007294.2f,56.027866.2f,68.768037.2f,85.895944.2f,69.592979.2f,65.959095.2f,11.855828.2f,105.251335.2f,47.343709.2f,57.494107.2f,40.647688.2f,56.267195.2f,104.647995.2f,81.173028.2f,34.546075.2f,39.247240.2f,76.632817.2f,76.888519.2f,35.245769.2f,112.439090.2f,95.860292.2f,83.721472.2f,66.222024.2f,89.477178.2f,124.414766.2f,39.505347.2f,44.375211.2f,75.377270.2f,91.508400.2f,63.518227.2f,66.747777.2f,57.032650.2f,37.844477.2f,82.391049.2f,106.637503.2f,94.877858.2f,37.029189.2f,77.664728.2f,70.090189.2f,32.649797.2f,55.097656.2f,3.808442.2f,61.926459.2f,66.566630.2f,71.436563.2f,97.201447.2f,63.027931.2f,30.720964.2f,81.244670.2f
