78.389125.2f,127.072776.2f,47.426246.2f,66.468894.2f,41.822454.2f,56.662159.2f,86.934253.2f,1.820967.2f,89.833323.2f,96.370062.2f,27.850885.2f,102.807734.2f,99.024378.2f,75.343712.2f,24.240884.2f,35.483113.2f,70.116865.2f,81.170082.2f,83.687278.2f,97.444591.2f,38.518515.2f,47.208617.2f,9.807436.2f,94.106128.2f,19.641762.2f,112.623009.2f,79.283745.2f,81.086539.2f,85.965844.2f,79.693847.2f,73.006508.2f,90.795415.2f,70.078876.2f,38.728170.2f,42.247673.2f,35.262533.2f,83.900149.2f,90.693057.2f,101.231456.2f,63.703249.2f,99.154786.2f,11.150463.2f,59.661236.2f,101.191464.2f,72.213988.2f,15.399851.2f,62.214802.2f,79.092364.2f,90.557015.2f,62.490020.2f
51.187653.2f,53.042896.2f,65.225384.2f,31.901454.2f,40.124782.2f,42.882649.2f,28.527080.2f,79.813675.2f,38.479189.2f,41.821020.2f,74.530019.2f,62.597061.2f,40.114339.2f,77.985042.2f,71.139318.2f,61.162264.2f,34.024087.2f,19.020609.2f,54.318094.2f,15.901246.2f,66.955654.2f,34.944584.2f,81.327751.2f,31.216681.2f,63.697883.2f,35.702048.2f,15.569457.2f,31.490915.2f,47.595237.2f,78.967240.2f,36.551361.2f,30.828135.2f,52.659608.2f,50.241475.2f,49.125203.2f,48.310536.2f,32.503830.2f,11.650802.2f,24.075822.2f,29.289851.2f,26.292324.2f,72.543893.2f,64.062757.2f,33.425222.2f,9.663043.2f,73.533440.2f,46.724680.2f,51.586985.2f,86.455030.2f,47.693666.2f
29.830856.2f,75.574548.2f,25.527954.2f,14.130379.2f,25.858946.2f,49.455274.2f,60.450026.2f,50.992989.2f,68.427833.2f,43.917368.2f,36.653802.2f,53.202300.2f,46.543485.2f,44.577484.2f,34.578645.2f,22.590064.2f,17.631311.2f,31.100456.2f,35.315985.2f,54.514607.2f,27.407869.2f,16.696104.2f,48.490705.2f,42.101521.2f,32.886324.2f,62.755591.2f,30.520786.2f,58.741087.2f,72.196589.2f,47.126884.2f,56.752532.2f,64.073320.2f,24.180056.2f,41.142325.2f,43.247411.2f,33.256350.2f,31.449930.2f,51.393188.2f,52.412626.2f,43.387256.2f,48.850542.2f,41.526890.2f,27.188565.2f,49.472647.2f,33.739929.2f,39.845525.2f,56.863478.2f,30.562449.2f,57.157977.2f,15.321710.2f
50.728515.2f,34.907906.2f,73.695686.2f,38.114879.2f,56.865184.2f,61.059362.2f,41.374595.2f,95.579773.2f,51.085913.2f,32.810662.2f,86.617686.2f,54.605238.2f,29.402982.2f,80.076489.2f,84.002934.2f,72.643029.2f,37.973065.2f,19.838092.2f,52.100331.2f,11.722468.2f,77.320924.2f,50.121314.2f,95.930179.2f,21.566132.2f,78.548602.2f,17.440621.2f,19.598545.2f,46.388480.2f,61.913733.2f,80.033314.2f,53.205513.2f,42.284649.2f,55.122630.2f,68.154964.2f,67.231986.2f,65.508552.2f,29.347508.2f,18.965512.2f,6.234507.2f,47.399629.2f,11.290983.2f,87.569113.2f,69.536975.2f,19.662881.2f,27.516107.2f,87.698811.2f,64.519844.2f,50.884771.2f,85.549380.2f,52.962168.2f
69.273521.2f,115.997382.2f,41.033401.2f,55.836734.2f,30.626465.2f,47.526946.2f,76.548817.2f,9.594982.2f,80.038505.2f,85.970271.2f,24.727500.2f,93.647469.2f,88.437171.2f,69.676783.2f,19.681748.2f,27.866579.2f,59.674135.2f,70.021508.2f,74.689118.2f,86.118453.2f,32.628559.2f,35.864262.2f,13.901292.2f,83.222599.2f,9.519143.2f,101.369636.2f,68.047831.2f,71.002190.2f,77.071993.2f,73.844480.2f,63.399700.2f,80.449773.2f,61.327639.2f,29.458413.2f,33.188290.2f,24.691822.2f,73.285211.2f,79.461598.2f,89.934315.2f,53.313051.2f,87.965265.2f,5.850915.2f,52.727964.2f,90.210240.2f,60.903889.2f,11.981646.2f,53.705019.2f,69.993756.2f,84.879246.2f,53.255359.2f
28.334551.2f,84.985338.2f,36.846477.2f,48.215185.2f,74.276195.2f,98.577256.2f,105.397059.2f,83.324450.2f,114.497932.2f,50.330422.2f,56.636331.2f,36.581093.2f,55.057901.2f,9.332441.2f,59.779908.2f,50.114297.2f,45.160480.2f,61.314672.2f,27.115138.2f,88.562216.2f,45.571772.2f,65.757126.2f,75.498398.2f,59.009551.2f,69.028890.2f,81.760889.2f,63.914765.2f,105.343942.2f,120.018351.2f,4.931863.2f,104.944061.2f,108.518783.2f,26.885888.2f,88.690655.2f,91.335428.2f,80.180136.2f,49.591353.2f,89.916294.2f,77.188167.2f,91.807528.2f,70.695372.2f,73.942082.2f,25.408436.2f,65.090550.2f,77.202918.2f,68.650825.2f,105.987440.2f,28.106774.2f,8.034505.2f,34.384056.2f
14.685631.2f,60.871247.2f,45.792428.2f,36.687430.2f,69.909852.2f,91.065563.2f,90.621967.2f,90.279004.2f,100.339437.2f,27.201421.2f,66.830720.2f,13.594829.2f,31.811894.2f,29.982140.2f,68.204483.2f,55.941803.2f,32.265124.2f,43.552342.2f,9.399337.2f,69.100248.2f,54.433182.2f,60.136637.2f,84.490448.2f,37.213747.2f,73.335870.2f,58.694542.2f,46.925940.2f,92.057025.2f,107.737824.2f,27.458647.2f,93.741563.2f,93.228453.2f,21.523008.2f,85.399855.2f,87.212795.2f,77.697867.2f,30.261551.2f,72.214857.2f,55.629645.2f,81.574646.2f,48.895124.2f,80.382715.2f,33.880034.2f,42.336300.2f,63.272632.2f,76.380522.2f,97.900477.2f,13.968705.2f,28.705807.2f,30.049964.2f
26.973272.2f,77.280843.2f,20.590314.2f,16.129654.2f,30.350802.2f,54.577153.2f,65.939346.2f,51.271655.2f,73.969833.2f,44.083856.2f,34.069136.2f,51.061908.2f,47.170229.2f,39.184586.2f,32.764397.2f,20.058853.2f,18.448013.2f,34.216847.2f,32.487744.2f,58.887995.2f,23.674409.2f,21.729287.2f,47.688972.2f,43.694953.2f,33.376778.2f,65.378940.2f,34.163609.2f,64.290361.2f,77.723148.2f,41.865121.2f,62.260509.2f,69.540492.2f,20.215038.2f,45.274817.2f,47.628270.2f,37.073153.2f,32.419938.2f,56.259830.2f,55.538964.2f,48.883189.2f,51.464692.2f,41.523690.2f,21.643690.2f,51.237308.2f,38.988840.2f,39.031043.2f,62.041103.2f,27.708417.2f,52.078212.2f,11.314114.2f
52.749056.2f,62.517378.2f,61.190230.2f,31.223203.2f,31.230268.2f,33.600450.2f,25.972259.2f,71.197034.2f,35.217911.2f,47.849779.2f,68.128414.2f,67.406863.2f,46.894406.2f,77.278091.2f,64.315377.2f,55.376285.2f,34.471301.2f,23.869993.2f,56.632410.2f,24.699674.2f,61.731274.2f,27.400684.2f,73.365987.2f,38.168995.2f,55.745476.2f,45.303404.2f,19.977572.2f,26.628594.2f,42.412908.2f,78.794305.2f,29.449520.2f,29.195792.2f,52.577833.2f,40.592872.2f,39.423875.2f,39.037196.2f,36.773855.2f,17.819152.2f,33.572414.2f,20.258715.2f,35.114557.2f,64.400914.2f,61.827365.2f,41.571962.2f,2.225319.2f,65.894207.2f,38.009064.2f,53.254608.2f,87.183545.2f,46.266336.2f
24.417568.2f,78.241756.2f,40.525243.2f,45.962684.2f,74.682925.2f,98.229092.2f,102.740350.2f,87.134317.2f,112.086400.2f,44.276521.2f,61.098349.2f,29.343141.2f,48.963815.2f,15.731999.2f,63.777686.2f,53.189953.2f,42.404030.2f,57.342577.2f,22.006582.2f,84.172957.2f,49.458599.2f,65.670034.2f,79.815519.2f,53.574091.2f,71.951525.2f,75.814608.2f,60.229034.2f,103.185657.2f,118.253614.2f,11.839653.2f,103.465028.2f,105.699131.2f,25.282670.2f,89.561403.2f,91.975656.2f,81.218386.2f,44.943298.2f,86.175017.2f,71.931136.2f,90.560198.2f,65.313776.2f,77.529997.2f,28.371098.2f,59.267571.2f,74.652915.2f,72.552847.2f,105.503211.2f,24.031724.2f,11.535484.2f,33.736852.2f
44.008144.2f,18.275180.2f,77.605994.2f,47.474019.2f,78.794582.2f,90.001909.2f,74.183344.2f,112.388070.2f,83.943306.2f,19.042228.2f,95.911771.2f,32.181819.2f,15.249023.2f,71.562465.2f,95.096577.2f,82.236865.2f,44.064295.2f,35.440533.2f,41.665466.2f,44.091926.2f,84.247051.2f,69.700545.2f,109.904649.2f,20.414993.2f,94.295008.2f,21.535098.2f,38.763495.2f,78.852532.2f,94.613690.2f,69.685540.2f,84.833814.2f,75.146933.2f,52.218620.2f,92.858943.2f,92.941825.2f,87.926706.2f,30.097907.2f,51.807224.2f,26.891461.2f,76.908756.2f,22.251303.2f,103.047798.2f,68.726617.2f,15.106368.2f,55.385906.2f,101.236170.2f,94.667054.2f,43.667833.2f,71.018680.2f,55.491979.2f
60.023727.2f,99.803181.2f,40.779077.2f,42.329819.2f,12.016605.2f,31.906163.2f,58.389572.2f,27.993426.2f,62.616530.2f,72.468551.2f,33.555414.2f,83.532423.2f,74.274465.2f,68.288756.2f,28.233800.2f,27.741984.2f,46.728078.2f,53.851669.2f,65.536819.2f,67.775297.2f,34.944583.2f,18.880212.2f,31.453236.2f,68.055760.2f,15.126876.2f,84.390292.2f,51.405988.2f,53.251111.2f,61.044894.2f,71.880156.2f,46.449259.2f,62.321120.2f,53.459488.2f,15.457473.2f,19.056334.2f,7.493683.2f,59.298261.2f,60.887661.2f,72.724298.2f,35.297228.2f,71.405905.2f,22.245917.2f,49.910933.2f,74.574701.2f,42.518610.2f,25.598642.2f,39.002388.2f,60.759293.2f,82.788065.2f,44.591250.2f
29.378704.2f,90.997222.2f,18.096308.2f,40.944959.2f,59.351096.2f,84.591001.2f,96.482985.2f,64.140742.2f,104.801438.2f,54.680114.2f,37.329067.2f,48.096012.2f,59.222450.2f,10.641718.2f,40.569871.2f,31.699474.2f,39.616517.2f,57.743417.2f,31.757467.2f,85.028633.2f,26.492259.2f,52.080116.2f,56.195037.2f,60.388293.2f,50.522787.2f,84.048741.2f,59.323936.2f,95.188301.2f,108.702736.2f,14.908230.2f,93.214656.2f,99.965272.2f,22.393194.2f,72.671680.2f,75.661324.2f,64.023529.2f,49.081500.2f,84.364224.2f,76.987693.2f,79.823329.2f,71.227144.2f,54.888993.2f,9.347295.2f,67.570803.2f,68.803233.2f,49.457100.2f,92.155633.2f,29.642228.2f,25.868292.2f,25.123081.2f
57.080782.2f,98.517292.2f,37.269535.2f,40.072670.2f,12.710050.2f,34.720116.2f,59.969491.2f,27.946648.2f,64.636389.2f,70.330765.2f,30.691164.2f,80.774765.2f,72.307785.2f,64.798755.2f,25.478026.2f,24.281743.2f,44.364856.2f,52.484543.2f,62.599470.2f,67.744484.2f,31.528810.2f,17.718410.2f,30.264271.2f,66.366751.2f,13.123305.2f,83.426588.2f,50.234695.2f,55.130620.2f,63.576229.2f,68.408642.2f,48.740838.2f,63.914279.2f,50.327963.2f,18.811059.2f,22.325545.2f,10.505909.2f,57.244236.2f,61.212745.2f,71.866039.2f,37.105755.2f,70.236272.2f,21.124355.2f,46.435643.2f,73.054180.2f,42.550150.2f,23.717487.2f,41.952279.2f,57.816963.2f,79.330417.2f,41.503907.2f
48.094876.2f,95.624825.2f,25.304788.2f,34.636054.2f,20.510288.2f,45.323639.2f,66.980950.2f,30.344390.2f,72.836138.2f,64.555482.2f,21.840759.2f,72.355441.2f,67.175307.2f,53.051122.2f,17.583521.2f,12.517785.2f,38.279203.2f,50.093383.2f,53.570202.2f,69.633051.2f,19.922314.2f,19.415000.2f,28.524319.2f,62.406413.2f,12.240517.2f,81.856952.2f,48.645365.2f,63.063966.2f,73.186766.2f,56.769164.2f,57.876931.2f,70.905473.2f,40.539820.2f,30.601507.2f,33.963291.2f,22.041617.2f,52.054900.2f,64.393503.2f,70.847914.2f,45.252463.2f,68.133032.2f,20.956909.2f,34.812955.2f,69.610380.2f,45.390621.2f,20.125206.2f,52.782128.2f,48.823836.2f,67.756362.2f,32.102939.2f
49.540636.2f,105.379841.2f,15.716901.2f,44.331260.2f,39.055054.2f,63.499435.2f,85.206054.2f,31.293802.2f,91.321571.2f,71.161745.2f,6.012515.2f,73.492005.2f,74.670918.2f,43.432968.2f,7.721681.2f,8.552812.2f,46.534422.2f,62.122690.2f,54.412475.2f,84.962673.2f,6.771282.2f,36.995954.2f,23.726427.2f,71.827344.2f,19.742497.2f,93.561072.2f,61.609404.2f,81.523586.2f,91.706851.2f,47.756121.2f,76.428146.2f,89.106833.2f,40.721643.2f,47.587578.2f,51.214666.2f,39.473163.2f,60.352162.2f,80.765014.2f,83.465661.2f,63.781606.2f,79.638899.2f,22.217396.2f,28.082264.2f,79.403275.2f,62.016915.2f,16.610116.2f,70.843404.2f,50.179843.2f,58.664483.2f,34.784159.2f
82.235668.2f,90.160918.2f,80.842620.2f,59.697039.2f,38.212269.2f,16.178253.2f,19.224960.2f,71.061419.2f,17.627540.2f,79.654159.2f,79.771145.2f,98.950846.2f,78.581198.2f,102.884874.2f,74.681784.2f,70.656565.2f,63.786801.2f,55.671140.2f,86.707852.2f,47.179575.2f,78.048578.2f,42.945752.2f,77.217074.2f,69.770374.2f,61.946456.2f,72.542133.2f,51.776623.2f,11.764347.2f,14.472521.2f,105.222806.2f,2.465151.2f,21.951803.2f,80.188134.2f,34.090139.2f,30.541400.2f,39.482597.2f,68.361773.2f,37.846694.2f,61.880573.2f,14.980887.2f,65.127228.2f,68.233142.2f,85.410642.2f,72.428343.2f,33.661123.2f,72.322149.2f,12.816329.2f,82.828379.2f,114.746231.2f,72.381306.2f
70.232526.2f,91.573980.2f,63.114940.2f,48.022825.2f,19.546822.2f,6.499331.2f,33.274511.2f,52.308878.2f,35.823576.2f,73.339246.2f,60.442379.2f,90.069763.2f,73.417383.2f,87.203588.2f,55.288142.2f,52.031392.2f,52.587143.2f,49.985200.2f,75.255894.2f,51.892485.2f,59.478876.2f,26.411277.2f,57.937076.2f,65.240639.2f,42.456705.2f,74.332859.2f,46.325308.2f,27.046155.2f,33.758958.2f,89.996535.2f,19.224192.2f,37.020371.2f,66.528751.2f,15.586126.2f,12.672042.2f,20.007068.2f,60.634813.2f,43.103671.2f,62.629885.2f,10.924770.2f,63.912334.2f,48.877512.2f,69.103297.2f,69.752720.2f,29.834401.2f,52.845432.2f,13.912233.2f,70.900780.2f,100.137827.2f,58.020158.2f
33.348614.2f,89.959432.2f,38.286801.2f,52.712558.2f,77.495743.2f,102.115930.2f,109.903791.2f,84.245199.2f,118.907954.2f,55.448080.2f,57.155147.2f,41.183653.2f,60.172994.2f,9.589278.2f,60.677010.2f,51.823862.2f,49.829256.2f,66.250056.2f,32.248943.2f,93.558665.2f,46.704103.2f,69.268285.2f,76.024772.2f,64.143694.2f,70.701811.2f,86.892327.2f,68.780714.2f,109.668721.2f,124.169945.2f,5.745830.2f,108.994259.2f,113.078275.2f,31.360885.2f,91.602897.2f,94.370344.2f,83.024432.2f,54.660491.2f,94.766167.2f,82.308734.2f,95.780002.2f,75.825252.2f,75.083997.2f,27.691098.2f,70.226060.2f,81.712085.2f,69.567693.2f,109.579127.2f,33.145302.2f,5.747965.2f,38.399470.2f
16.877025.2f,62.482781.2f,32.376926.2f,6.050733.2f,39.083989.2f,59.820687.2f,63.214150.2f,66.049994.2f,72.346041.2f,28.964173.2f,48.866266.2f,38.421457.2f,32.017107.2f,40.491597.2f,47.867491.2f,35.039541.2f,4.115681.2f,22.299471.2f,21.902146.2f,49.353485.2f,37.670575.2f,29.165475.2f,62.824074.2f,29.004048.2f,47.994684.2f,51.603414.2f,23.638915.2f,63.304953.2f,78.327766.2f,41.673610.2f,63.639629.2f,66.363606.2f,15.357062.2f,54.623500.2f,56.192313.2f,47.377194.2f,17.432840.2f,48.906425.2f,42.756861.2f,50.944798.2f,37.867774.2f,56.420606.2f,27.539637.2f,36.615616.2f,35.019043.2f,54.159596.2f,66.759404.2f,17.532764.2f,49.965925.2f,10.894220.2f
23.187025.2f,75.960277.2f,41.627314.2f,45.126201.2f,74.617279.2f,97.882951.2f,101.654932.2f,88.157683.2f,111.070176.2f,42.207763.2f,62.378552.2f,26.968085.2f,46.876333.2f,17.821130.2f,64.900634.2f,54.044807.2f,41.419097.2f,55.906276.2f,20.366562.2f,82.565754.2f,50.586016.2f,65.466156.2f,81.016570.2f,51.681531.2f,72.707176.2f,73.748070.2f,58.877998.2f,102.256875.2f,117.436513.2f,14.084214.2f,102.751388.2f,104.560064.2f,24.855086.2f,89.620038.2f,91.956276.2f,81.344530.2f,43.321918.2f,84.766491.2f,70.070766.2f,89.935448.2f,63.422367.2f,78.493336.2f,29.354916.2f,57.249596.2f,73.636444.2f,73.627576.2f,105.105366.2f,22.748935.2f,13.548344.2f,33.517015.2f
27.245161.2f,80.219680.2f,16.557111.2f,19.628545.2f,32.657113.2f,57.409353.2f,69.818227.2f,50.056900.2f,77.736506.2f,46.297261.2f,31.110452.2f,51.627050.2f,49.629996.2f,36.189477.2f,30.310930.2f,17.381745.2f,21.404891.2f,37.891643.2f,32.676727.2f,62.873693.2f,20.146055.2f,24.658653.2f,45.758603.2f,46.685419.2f,32.510850.2f,68.774140.2f,38.001302.2f,68.019556.2f,81.225388.2f,39.126458.2f,65.713004.2f,73.445106.2f,19.582959.2f,47.124438.2f,49.695136.2f,38.712381.2f,35.188426.2f,60.310118.2f,59.155695.2f,52.316994.2f,54.887420.2f,40.195433.2f,18.204689.2f,54.275824.2f,43.005741.2f,37.169702.2f,64.929789.2f,27.966527.2f,49.606169.2f,11.226483.2f
33.493603.2f,44.265548.2f,55.326983.2f,19.795627.2f,45.320287.2f,56.926666.2f,47.907686.2f,81.274465.2f,57.841804.2f,23.001651.2f,69.386360.2f,43.243894.2f,22.203581.2f,62.149176.2f,67.258237.2f,55.297646.2f,19.388375.2f,1.774604.2f,35.849594.2f,26.808981.2f,59.437612.2f,36.735129.2f,80.356402.2f,13.822048.2f,63.533167.2f,30.087773.2f,5.105389.2f,50.471180.2f,66.557777.2f,62.453280.2f,54.284988.2f,50.179195.2f,36.899559.2f,59.069958.2f,59.132491.2f,54.436619.2f,13.264802.2f,28.735941.2f,19.774401.2f,44.451973.2f,16.291906.2f,72.546939.2f,50.964259.2f,19.156755.2f,23.106581.2f,71.860149.2f,62.230711.2f,33.770666.2f,68.870109.2f,34.377435.2f
36.383768.2f,96.894952.2f,6.700162.2f,40.378984.2f,50.343786.2f,75.845992.2f,91.734235.2f,50.722404.2f,99.279614.2f,60.885973.2f,23.837601.2f,58.376356.2f,65.066856.2f,24.009196.2f,27.152733.2f,19.602333.2f,40.603628.2f,58.554758.2f,40.226931.2f,84.668181.2f,13.382531.2f,44.637630.2f,42.697909.2f,64.438233.2f,37.874023.2f,87.745985.2f,59.280962.2f,89.471898.2f,101.826734.2f,28.371536.2f,86.244658.2f,95.431481.2f,27.746365.2f,62.274366.2f,65.539622.2f,53.657090.2f,52.664858.2f,82.524565.2f,79.248417.2f,72.924355.2f,74.204737.2f,41.608251.2f,11.527577.2f,71.976562.2f,65.282730.2f,36.043507.2f,83.422726.2f,36.867414.2f,39.230259.2f,25.823694.2f
54.108764.2f,110.011342.2f,19.803408.2f,48.875102.2f,41.368995.2f,65.122876.2f,88.143915.2f,28.408236.2f,93.921685.2f,75.836577.2f,1.357438.2f,77.966400.2f,79.341938.2f,46.612362.2f,5.714342.2f,12.891490.2f,51.156038.2f,66.556306.2f,58.926682.2f,88.991461.2f,11.077455.2f,40.243364.2f,20.035257.2f,76.448255.2f,19.565701.2f,98.073230.2f,65.945778.2f,84.178187.2f,93.776741.2f,51.011136.2f,78.666142.2f,92.066322.2f,45.264683.2f,48.570702.2f,52.288520.2f,40.809699.2f,64.998044.2f,84.542584.2f,87.884323.2f,66.290757.2f,84.150224.2f,20.062616.2f,32.123842.2f,84.016256.2f,65.686104.2f,13.963720.2f,72.327973.2f,54.740773.2f,61.782693.2f,39.447898.2f
49.271905.2f,34.395074.2f,72.616355.2f,37.031676.2f,56.668876.2f,61.523707.2f,42.529032.2f,95.165492.2f,52.290141.2f,31.257648.2f,85.795804.2f,53.055207.2f,27.873645.2f,78.663659.2f,83.257846.2f,71.792176.2f,36.758677.2f,18.707271.2f,50.593322.2f,13.205578.2f,76.370364.2f,49.717477.2f,95.359154.2f,20.007844.2f,78.030861.2f,17.105309.2f,18.707302.2f,47.401977.2f,63.014799.2f,78.585518.2f,54.036445.2f,43.528849.2f,53.763780.2f,68.222420.2f,67.384464.2f,65.384478.2f,27.878905.2f,20.151259.2f,5.453389.2f,47.896487.2f,9.865536.2f,87.060862.2f,68.288733.2f,18.225602.2f,27.679107.2f,87.085901.2f,65.139714.2f,49.420332.2f,84.044002.2f,51.745226.2f
82.058794.2f,95.094171.2f,77.386163.2f,59.504828.2f,33.913637.2f,9.391189.2f,26.586968.2f,64.177470.2f,25.322856.2f,81.864837.2f,74.584943.2f,100.235876.2f,81.219542.2f,100.841313.2f,69.354241.2f,66.413431.2f,63.848288.2f,57.876955.2f,86.809262.2f,52.717730.2f,73.860840.2f,40.126303.2f,70.775103.2f,72.570494.2f,56.183476.2f,77.484264.2f,54.007734.2f,19.162679.2f,20.182010.2f,103.452577.2f,9.239807.2f,29.546890.2f,79.192379.2f,27.432239.2f,23.730220.2f,33.706125.2f,69.928127.2f,43.369700.2f,66.402869.2f,14.777293.2f,69.041973.2f,61.938752.2f,82.946119.2f,75.912713.2f,35.988797.2f,66.356054.2f,5.153745.2f,82.689948.2f,113.344841.2f,70.984326.2f
39.598342.2f,22.441068.2f,73.220216.2f,43.500815.2f,75.423013.2f,87.532925.2f,73.179829.2f,108.432360.2f,83.044601.2f,14.642622.2f,91.626858.2f,28.748935.2f,11.019675.2f,67.301325.2f,90.881663.2f,77.999301.2f,39.962517.2f,32.418755.2f,37.324338.2f,43.755374.2f,79.915140.2f,66.180994.2f,105.788176.2f,17.146800.2f,90.327443.2f,23.184217.2f,35.915951.2f,77.514904.2f,93.421725.2f,65.501974.2f,83.083918.2f,74.364938.2f,47.799980.2f,89.713493.2f,89.928357.2f,84.545377.2f,26.064661.2f,50.950233.2f,26.571698.2f,74.635996.2f,21.114709.2f,99.034024.2f,64.307692.2f,13.144366.2f,53.064018.2f,97.118774.2f,92.439762.2f,39.263043.2f,67.116705.2f,51.138686.2f
54.820134.2f,16.905484.2f,83.831582.2f,49.225558.2f,73.605114.2f,79.119071.2f,57.744196.2f,111.148943.2f,66.984146.2f,30.965138.2f,99.303434.2f,50.315007.2f,26.287785.2f,84.361876.2f,97.369531.2f,85.208915.2f,47.500699.2f,31.922489.2f,54.345795.2f,26.723412.2f,88.859618.2f,65.991309.2f,110.525357.2f,23.337662.2f,93.579169.2f,0.942289.2f,33.562518.2f,63.442510.2f,78.411879.2f,83.358225.2f,70.848105.2f,57.997652.2f,61.389042.2f,85.701165.2f,84.966395.2f,82.486880.2f,34.947149.2f,35.697647.2f,12.347732.2f,65.459642.2f,13.950032.2f,102.612105.2f,77.373204.2f,16.276555.2f,45.303233.2f,102.045897.2f,82.513580.2f,54.730768.2f,86.711438.2f,61.757815.2f
32.896738.2f,28.738576.2f,65.980282.2f,36.176603.2f,68.620714.2f,81.832799.2f,69.710876.2f,101.094115.2f,79.679835.2f,7.599521.2f,84.237957.2f,25.947686.2f,3.607723.2f,61.366620.2f,83.468809.2f,70.590414.2f,32.569569.2f,26.308722.2f,31.158295.2f,41.736328.2f,72.567735.2f,59.233963.2f,98.382576.2f,11.158510.2f,82.985499.2f,25.308645.2f,30.011564.2f,73.500490.2f,89.555044.2f,59.872468.2f,78.421299.2f,71.237396.2f,40.829909.2f,83.147221.2f,83.519488.2f,77.719608.2f,18.726883.2f,47.942887.2f,25.225184.2f,69.252322.2f,18.781178.2f,91.666547.2f,57.346953.2f,10.503109.2f,47.741849.2f,89.713264.2f,87.058559.2f,32.621725.2f,62.389958.2f,43.824823.2f
68.120790.2f,108.817057.2f,45.575034.2f,51.218252.2f,20.267070.2f,34.578897.2f,64.103582.2f,21.033717.2f,67.231720.2f,81.430111.2f,34.070642.2f,91.932071.2f,83.300789.2f,73.932097.2f,28.594714.2f,31.978624.2f,55.548298.2f,62.898816.2f,73.639748.2f,75.959756.2f,38.489184.2f,27.930646.2f,26.832255.2f,77.125895.2f,14.674887.2f,93.280260.2f,60.405622.2f,58.330914.2f,64.125523.2f,77.765319.2f,50.520931.2f,67.970270.2f,61.129925.2f,16.514383.2f,20.260108.2f,12.560779.2f,68.292198.2f,68.688253.2f,81.567249.2f,40.869293.2f,80.391524.2f,18.145568.2f,55.871101.2f,83.639484.2f,50.751076.2f,23.250056.2f,40.826131.2f,68.856829.2f,88.790784.2f,52.398614.2f
66.382539.2f,39.638410.2f,87.556716.2f,52.291294.2f,64.621809.2f,62.583032.2f,35.585355.2f,104.490261.2f,43.959950.2f,47.899761.2f,98.717040.2f,69.514713.2f,44.088544.2f,95.594585.2f,95.573061.2f,85.048911.2f,52.779836.2f,34.579431.2f,67.812383.2f,8.870077.2f,90.354983.2f,59.705337.2f,106.093461.2f,36.919301.2f,88.466952.2f,23.484125.2f,33.376693.2f,42.237642.2f,55.863580.2f,95.657267.2f,50.985329.2f,35.028862.2f,70.468461.2f,73.321490.2f,71.634747.2f,72.435114.2f,45.032661.2f,16.756713.2f,18.917847.2f,49.199568.2f,25.639177.2f,97.313932.2f,84.351453.2f,33.593986.2f,34.081538.2f,98.254901.2f,64.269798.2f,66.554289.2f,101.261615.2f,67.683061.2f
53.064640.2f,50.404910.2f,68.568701.2f,34.681807.2f,43.896096.2f,45.612430.2f,28.352520.2f,83.628824.2f,38.349964.2f,41.865027.2f,78.247382.2f,63.078323.2f,39.752427.2f,80.459467.2f,74.904561.2f,64.813323.2f,36.455545.2f,20.257559.2f,55.898736.2f,12.068306.2f,70.513099.2f,38.774837.2f,85.159499.2f,30.887119.2f,67.530302.2f,32.897343.2f,17.229594.2f,32.161495.2f,48.144850.2f,81.276370.2f,38.100145.2f,30.220022.2f,55.060157.2f,53.716498.2f,52.477625.2f,52.005061.2f,33.559135.2f,8.831907.2f,21.561311.2f,31.932453.2f,24.607637.2f,76.376655.2f,67.001870.2f,32.224269.2f,13.357930.2f,77.356218.2f,49.037562.2f,53.423523.2f,88.450459.2f,50.506775.2f
35.874241.2f,30.225634.2f,70.847278.2f,45.119617.2f,78.955824.2f,93.411081.2f,81.626933.2f,109.326172.2f,91.580284.2f,14.946139.2f,90.391956.2f,19.851217.2f,14.372713.2f,61.187548.2f,90.256859.2f,77.297479.2f,40.956440.2f,37.864018.2f,32.404867.2f,53.083886.2f,78.270187.2f,69.304914.2f,105.768482.2f,23.039785.2f,91.270971.2f,33.355417.2f,41.661475.2f,85.489962.2f,101.536734.2f,58.886304.2f,90.385015.2f,83.073444.2f,44.650190.2f,93.839843.2f,94.434218.2f,87.964118.2f,28.213390.2f,59.712565.2f,36.106123.2f,81.020594.2f,30.109479.2f,99.667824.2f,60.787545.2f,21.754057.2f,59.577899.2f,97.143569.2f,98.804530.2f,35.385796.2f,59.247154.2f,49.611899.2f
61.800702.2f,54.019323.2f,76.023295.2f,42.978886.2f,47.373439.2f,44.201363.2f,21.169315.2f,87.379840.2f,30.995419.2f,49.938169.2f,84.337580.2f,71.397628.2f,47.477894.2f,88.999074.2f,80.653966.2f,71.297563.2f,45.003062.2f,28.988704.2f,64.640867.2f,11.048333.2f,77.362243.2f,43.826231.2f,89.792165.2f,38.739183.2f,72.182868.2f,36.438817.2f,25.965605.2f,26.267117.2f,41.670571.2f,89.902454.2f,33.795681.2f,22.395382.2f,63.635029.2f,55.027747.2f,53.223604.2f,54.675439.2f,42.220920.2f,1.742742.2f,26.430573.2f,30.732967.2f,30.940812.2f,80.795776.2f,75.129956.2f,39.064792.2f,17.765769.2f,82.348553.2f,46.330499.2f,62.163820.2f,97.174338.2f,58.774651.2f
