27.226481.2f,20.301372.2f,55.686945.2f,35.438791.2f,72.040011.2f,73.216800.2f,45.072946.2f,12.926499.2f,21.990324.2f,42.144682.2f,59.418180.2f,51.105439.2f,20.382542.2f,61.651578.2f,48.412490.2f,17.870771.2f,83.363403.2f,53.185028.2f,8.768394.2f,90.760131.2f,59.924757.2f,80.501457.2f,93.353682.2f,6.377923.2f,74.318574.2f,43.673755.2f,59.327015.2f,60.621948.2f,78.050506.2f,46.549658.2f,71.383026.2f,66.286048.2f,77.808128.2f,32.296879.2f,27.538362.2f,17.050558.2f,19.224925.2f,34.825522.2f,66.710987.2f,9.663308.2f,31.925294.2f,16.863109.2f,73.655640.2f,41.101367.2f,53.912276.2f,22.497537.2f,66.176657.2f,47.301203.2f,66.656685.2f,21.383883.2f
62.266475.2f,57.492173.2f,58.507824.2f,43.162607.2f,56.373630.2f,63.968318.2f,31.706803.2f,33.330143.2f,21.846569.2f,77.943041.2f,49.100930.2f,88.818233.2f,57.084302.2f,74.543956.2f,86.121857.2f,24.170304.2f,106.570633.2f,45.168312.2f,39.301550.2f,78.913436.2f,67.689528.2f,91.555328.2f,118.338103.2f,31.969468.2f,103.836299.2f,80.998359.2f,66.434054.2f,41.700597.2f,81.967164.2f,62.502500.2f,99.574579.2f,83.863930.2f,72.719739.2f,69.676227.2f,54.087456.2f,52.618995.2f,53.316729.2f,58.585013.2f,63.120809.2f,40.972018.2f,69.339734.2f,31.439421.2f,103.546368.2f,5.719838.2f,71.366478.2f,44.337611.2f,74.407042.2f,23.837726.2f,81.951443.2f,24.598375.2f
30.367349.2f,29.827386.2f,82.270269.2f,67.732332.2f,108.735521.2f,105.062886.2f,86.282042.2f,55.955048.2f,68.016578.2f,20.772291.2f,95.071094.2f,6.275184.2f,30.970827.2f,75.058462.2f,5.551138.2f,64.374325.2f,73.432176.2f,89.002870.2f,48.449699.2f,121.812651.2f,79.997262.2f,90.012906.2f,77.655484.2f,54.210303.2f,53.936732.2f,11.102182.2f,80.329435.2f,101.154079.2f,96.643351.2f,63.566530.2f,55.123955.2f,71.407027.2f,105.265534.2f,18.248705.2f,46.002025.2f,36.072929.2f,36.806448.2f,49.940572.2f,95.444305.2f,47.315882.2f,18.405081.2f,59.638807.2f,52.579746.2f,89.105178.2f,64.829398.2f,52.615187.2f,83.473797.2f,92.079222.2f,74.916624.2f,66.605006.2f
53.825348.2f,45.242405.2f,29.617185.2f,10.118319.2f,44.651850.2f,45.300810.2f,19.722580.2f,36.096130.2f,13.972391.2f,52.180715.2f,31.637021.2f,67.169062.2f,46.079234.2f,41.654866.2f,64.636197.2f,33.115242.2f,72.732176.2f,25.349035.2f,21.132500.2f,62.835312.2f,36.476535.2f,59.705476.2f,84.590402.2f,23.368480.2f,71.386747.2f,58.259482.2f,35.480705.2f,34.858082.2f,53.325345.2f,28.712578.2f,66.714541.2f,50.196135.2f,50.348882.2f,48.328276.2f,23.819758.2f,44.090541.2f,29.754555.2f,26.106174.2f,39.277918.2f,37.215283.2f,48.157578.2f,38.191450.2f,71.265231.2f,32.880449.2f,37.569818.2f,14.513202.2f,43.248503.2f,26.873345.2f,48.641563.2f,37.197266.2f
4.815846.2f,13.702402.2f,82.791559.2f,63.907637.2f,103.185673.2f,102.925735.2f,76.865693.2f,33.618025.2f,53.993581.2f,38.536045.2f,90.080680.2f,34.571656.2f,12.521721.2f,82.694221.2f,32.582577.2f,42.840294.2f,92.610439.2f,83.761183.2f,37.404965.2f,120.490232.2f,84.223115.2f,100.486581.2f,99.498136.2f,38.251045.2f,76.601033.2f,32.584275.2f,84.041422.2f,92.446864.2f,102.422575.2f,68.308134.2f,76.070601.2f,83.181158.2f,106.002090.2f,26.347089.2f,47.031119.2f,15.007031.2f,34.106740.2f,53.861201.2f,95.116325.2f,25.923335.2f,25.966766.2f,36.308676.2f,75.451702.2f,71.057008.2f,73.038119.2f,48.300759.2f,89.442492.2f,79.283368.2f,85.286657.2f,43.698538.2f
68.889203.2f,59.827314.2f,13.667404.2f,9.677529.2f,31.616821.2f,29.476305.2f,17.239466.2f,52.855224.2f,29.423073.2f,59.796325.2f,17.958430.2f,76.560524.2f,60.933207.2f,30.560503.2f,74.256469.2f,49.473845.2f,66.037883.2f,12.105712.2f,36.589507.2f,47.047209.2f,22.666235.2f,46.536905.2f,78.488734.2f,40.051462.2f,69.803075.2f,67.519785.2f,21.368264.2f,26.607419.2f,37.590663.2f,22.707179.2f,64.394348.2f,41.400493.2f,33.655292.2f,59.132981.2f,31.201905.2f,59.599013.2f,41.517335.2f,29.142215.2f,22.561937.2f,53.700455.2f,59.065468.2f,54.879498.2f,70.029044.2f,42.258068.2f,30.519345.2f,25.563807.2f,29.327546.2f,28.536932.2f,38.452329.2f,53.417770.2f
25.023478.2f,28.492260.2f,90.195843.2f,73.889531.2f,114.819891.2f,112.340484.2f,90.621559.2f,53.706855.2f,70.090766.2f,31.954480.2f,101.231054.2f,18.638919.2f,28.848575.2f,85.050117.2f,18.120830.2f,62.729881.2f,85.810220.2f,94.997721.2f,51.138065.2f,129.492567.2f,89.064762.2f,100.880727.2f,90.238828.2f,55.035183.2f,66.523809.2f,22.570239.2f,89.244807.2f,105.950793.2f,106.336411.2f,72.526565.2f,67.614057.2f,82.420388.2f,113.504304.2f,25.205641.2f,53.195176.2f,33.503313.2f,42.040291.2f,58.278350.2f,103.244317.2f,45.300618.2f,25.142932.2f,56.899453.2f,65.170185.2f,89.610295.2f,74.833078.2f,58.144910.2f,93.095697.2f,95.071423.2f,85.626018.2f,64.216895.2f
27.362935.2f,19.596970.2f,59.133445.2f,43.747620.2f,84.780470.2f,81.520065.2f,62.472707.2f,40.347072.2f,45.845487.2f,13.048685.2f,71.118411.2f,24.436354.2f,21.607828.2f,54.782272.2f,21.866095.2f,47.008607.2f,63.190925.2f,65.019594.2f,26.540563.2f,98.528744.2f,58.103147.2f,71.709397.2f,70.888763.2f,34.129747.2f,49.042098.2f,15.717558.2f,58.229181.2f,77.200886.2f,75.660940.2f,41.586336.2f,47.563164.2f,53.876573.2f,82.411642.2f,5.978383.2f,22.267816.2f,25.293122.2f,13.256384.2f,27.206658.2f,72.223394.2f,32.559861.2f,5.979707.2f,44.454952.2f,48.085454.2f,67.950904.2f,44.713254.2f,28.648626.2f,62.429408.2f,68.848778.2f,56.385122.2f,50.231960.2f
73.553474.2f,64.554476.2f,12.692155.2f,14.550097.2f,26.740928.2f,24.838903.2f,16.020165.2f,56.589293.2f,32.369964.2f,64.570719.2f,13.101170.2f,81.413085.2f,65.622808.2f,31.866825.2f,79.121722.2f,52.650775.2f,68.222932.2f,7.526075.2f,41.104258.2f,42.428385.2f,22.914625.2f,46.433713.2f,80.747233.2f,44.054705.2f,73.237046.2f,72.375828.2f,21.491338.2f,22.689925.2f,35.853137.2f,26.103873.2f,67.712957.2f,43.275187.2f,29.783614.2f,64.040066.2f,36.076040.2f,64.160227.2f,46.409205.2f,33.768581.2f,18.815590.2f,57.882859.2f,63.973472.2f,58.396383.2f,73.533176.2f,42.756655.2f,33.269693.2f,30.420100.2f,29.196134.2f,27.369158.2f,39.884314.2f,56.464502.2f
87.025343.2f,77.531863.2f,14.358437.2f,32.688674.2f,39.225325.2f,28.116073.2f,42.901612.2f,77.426145.2f,56.366344.2f,65.808660.2f,31.280757.2f,83.567369.2f,79.097951.2f,12.802308.2f,81.863995.2f,75.622891.2f,47.463698.2f,30.805294.2f,58.045282.2f,39.759220.2f,6.840424.2f,19.695486.2f,59.752029.2f,64.071014.2f,59.286114.2f,75.202910.2f,7.359593.2f,44.547397.2f,11.481667.2f,23.041590.2f,53.382899.2f,23.630806.2f,22.196440.2f,70.342340.2f,44.000492.2f,79.255019.2f,56.906125.2f,37.581918.2f,17.981528.2f,76.306670.2f,70.450716.2f,80.089258.2f,60.062719.2f,69.700547.2f,22.011353.2f,44.464271.2f,3.996709.2f,54.073676.2f,18.726920.2f,79.765484.2f
83.301829.2f,74.540931.2f,41.996297.2f,49.458183.2f,71.362016.2f,60.667616.2f,68.029969.2f,85.020254.2f,71.795240.2f,50.873455.2f,61.555015.2f,66.640036.2f,76.490159.2f,21.577134.2f,65.837869.2f,86.764928.2f,15.466667.2f,59.076446.2f,63.943263.2f,71.133061.2f,31.798370.2f,22.441744.2f,28.019658.2f,72.548492.2f,28.849302.2f,60.299071.2f,33.230389.2f,74.302520.2f,36.764282.2f,29.922989.2f,23.248844.2f,9.622310.2f,54.078420.2f,60.489329.2f,44.723435.2f,78.705027.2f,55.493699.2f,37.517132.2f,50.311897.2f,80.623344.2f,60.786128.2f,88.669358.2f,29.947352.2f,90.949668.2f,21.070043.2f,51.566120.2f,28.581244.2f,79.296432.2f,13.960848.2f,91.023258.2f
21.478661.2f,23.339967.2f,84.049075.2f,67.716612.2f,108.661155.2f,106.162258.2f,84.596432.2f,49.141359.2f,64.392123.2f,26.912446.2f,95.065885.2f,16.435230.2f,23.966683.2f,79.223587.2f,15.086770.2f,57.999583.2f,81.461841.2f,88.837922.2f,45.265401.2f,123.323510.2f,83.042822.2f,95.320991.2f,86.522717.2f,49.556542.2f,62.901799.2f,18.022547.2f,83.199957.2f,99.886421.2f,100.414646.2f,66.507981.2f,63.558038.2f,76.954258.2f,107.371271.2f,19.153127.2f,47.033485.2f,28.865589.2f,35.874932.2f,52.200458.2f,97.085556.2f,40.593353.2f,19.066432.2f,52.534023.2f,61.597358.2f,84.317259.2f,69.027831.2f,51.986582.2f,87.171274.2f,89.247115.2f,80.026752.2f,59.754538.2f
54.404561.2f,47.777433.2f,44.693306.2f,27.527362.2f,49.722106.2f,54.552216.2f,22.045347.2f,28.704096.2f,6.488874.2f,63.814770.2f,39.451990.2f,76.278710.2f,47.871721.2f,59.164331.2f,73.605235.2f,21.775337.2f,90.461057.2f,34.231659.2f,25.954651.2f,71.075665.2f,53.053513.2f,76.747373.2f,102.193264.2f,21.125017.2f,87.875389.2f,67.948754.2f,51.898329.2f,36.224075.2f,68.592798.2f,46.566472.2f,83.521450.2f,68.033619.2f,61.942233.2f,56.901571.2f,38.381942.2f,44.230221.2f,39.300838.2f,42.525608.2f,51.470580.2f,33.852824.2f,56.615787.2f,28.891751.2f,87.624835.2f,16.258690.2f,55.424010.2f,28.519242.2f,59.846790.2f,20.415575.2f,66.354289.2f,24.820158.2f
71.849625.2f,63.714328.2f,27.515478.2f,20.703525.2f,27.648101.2f,32.219130.2f,1.180562.2f,49.912987.2f,24.414017.2f,70.622537.2f,17.083957.2f,86.136910.2f,64.364974.2f,46.401020.2f,83.636763.2f,44.017385.2f,82.098947.2f,12.573737.2f,39.527191.2f,48.604201.2f,37.754107.2f,61.274246.2f,94.537918.2f,39.258788.2f,85.073804.2f,77.172215.2f,36.340773.2f,15.869714.2f,49.921723.2f,38.381609.2f,79.826542.2f,57.444357.2f,40.282720.2f,67.439186.2f,41.680602.2f,61.820978.2f,48.886570.2f,41.928406.2f,30.527311.2f,53.309079.2f,67.277162.2f,50.775783.2f,85.202594.2f,28.594170.2f,46.497266.2f,33.262717.2f,44.050652.2f,12.573980.2f,54.365634.2f,47.260564.2f
62.205724.2f,55.054457.2f,39.258292.2f,25.104814.2f,41.126661.2f,46.585075.2f,13.763454.2f,37.366128.2f,13.030232.2f,68.038138.2f,31.451790.2f,81.714097.2f,55.331734.2f,55.768561.2f,79.081750.2f,30.479675.2f,89.160506.2f,26.703789.2f,31.933245.2f,62.759458.2f,48.535170.2f,72.411730.2f,101.248779.2f,28.766190.2f,88.733057.2f,73.092021.2f,47.255615.2f,27.493290.2f,62.779403.2f,44.695866.2f,83.998274.2f,65.632100.2f,54.528806.2f,62.399016.2f,40.714514.2f,52.010084.2f,44.131768.2f,43.476255.2f,44.444583.2f,42.115084.2f,62.154285.2f,37.625719.2f,88.626166.2f,16.557941.2f,53.482196.2f,30.939017.2f,55.219667.2f,12.283009.2f,63.369113.2f,33.387487.2f
61.115779.2f,51.635696.2f,18.666076.2f,12.333045.2f,46.899592.2f,41.566463.2f,32.970431.2f,52.494192.2f,34.998015.2f,44.783382.2f,33.657923.2f,62.208691.2f,53.144932.2f,21.138068.2f,60.112633.2f,52.055831.2f,51.737154.2f,28.542529.2f,32.299437.2f,58.185011.2f,19.236436.2f,39.887436.2f,63.855919.2f,39.157973.2f,53.211186.2f,53.300502.2f,18.896575.2f,43.493708.2f,37.558075.2f,7.335071.2f,47.959503.2f,28.800545.2f,41.922376.2f,46.444027.2f,18.594323.2f,53.182998.2f,31.210891.2f,13.755415.2f,31.820283.2f,50.572078.2f,46.472380.2f,55.532037.2f,53.364281.2f,53.742006.2f,16.197943.2f,18.577680.2f,25.190939.2f,43.589379.2f,27.491955.2f,56.325653.2f
52.234611.2f,49.285667.2f,67.703622.2f,49.696725.2f,69.969065.2f,76.470579.2f,43.638140.2f,23.239739.2f,25.657221.2f,74.253148.2f,61.360878.2f,82.552724.2f,48.438807.2f,81.236600.2f,79.888483.2f,14.633440.2f,110.106322.2f,56.660554.2f,36.760000.2f,92.212043.2f,75.787531.2f,99.272806.2f,121.226871.2f,27.786893.2f,104.387690.2f,75.592129.2f,74.686553.2f,55.487641.2f,91.620453.2f,67.677784.2f,100.759107.2f,89.190365.2f,84.488873.2f,64.259563.2f,54.773851.2f,43.518250.2f,50.483909.2f,60.657243.2f,74.259343.2f,31.806728.2f,63.869673.2f,20.106436.2f,103.896306.2f,20.493959.2f,76.375101.2f,45.960077.2f,82.588231.2f,37.668551.2f,88.039429.2f,12.725354.2f
38.266454.2f,29.416668.2f,47.662958.2f,34.319643.2f,74.796935.2f,70.516992.2f,54.757909.2f,44.133622.2f,42.331464.2f,16.704280.2f,61.179587.2f,33.389995.2f,31.371118.2f,42.395151.2f,31.186794.2f,48.859425.2f,53.682628.2f,55.324831.2f,25.448413.2f,87.204542.2f,45.928343.2f,59.468888.2f,62.676933.2f,34.484658.2f,42.868477.2f,24.389613.2f,46.124343.2f,68.611231.2f,63.327799.2f,29.390126.2f,40.117523.2f,41.904553.2f,70.725844.2f,17.992720.2f,12.322787.2f,33.836173.2f,12.258988.2f,15.345821.2f,60.836128.2f,37.805088.2f,18.111956.2f,48.195667.2f,42.202891.2f,64.951145.2f,32.342992.2f,21.304201.2f,50.088342.2f,62.599627.2f,44.173729.2f,52.673956.2f
44.783741.2f,41.850305.2f,79.390022.2f,68.290326.2f,108.193482.2f,102.717167.2f,88.777452.2f,66.899718.2f,74.036378.2f,17.379061.2f,94.703640.2f,9.955709.2f,43.429148.2f,68.446037.2f,11.514814.2f,74.454023.2f,60.161159.2f,89.042586.2f,54.861158.2f,118.529246.2f,75.105355.2f,81.072190.2f,62.946456.2f,62.299793.2f,39.346282.2f,13.484610.2f,75.717523.2f,102.643238.2f,90.124010.2f,59.516826.2f,41.495339.2f,62.530593.2f,101.295173.2f,24.759598.2f,46.383304.2f,48.398705.2f,41.228710.2f,47.950754.2f,92.430607.2f,58.475109.2f,25.151171.2f,70.865919.2f,37.918126.2f,96.262736.2f,58.565014.2f,55.006828.2f,77.391110.2f,96.196702.2f,66.688619.2f,77.294572.2f
70.449278.2f,62.158891.2f,46.349764.2f,47.356168.2f,77.159343.2f,68.006933.2f,68.201724.2f,75.890747.2f,66.724675.2f,36.301166.2f,65.603271.2f,51.642204.2f,64.156150.2f,28.320504.2f,50.908246.2f,78.993103.2f,20.572350.2f,61.827954.2f,55.325649.2f,80.806807.2f,37.877783.2f,36.297296.2f,30.624671.2f,64.392265.2f,18.807302.2f,45.549137.2f,39.055807.2f,77.292374.2f,48.116363.2f,28.785492.2f,13.071209.2f,18.626556.2f,63.246380.2f,46.716738.2f,36.111792.2f,66.932736.2f,44.703287.2f,30.039553.2f,57.225252.2f,70.442845.2f,47.049898.2f,79.782018.2f,19.348325.2f,87.759158.2f,21.784687.2f,44.737750.2f,37.195071.2f,78.882878.2f,23.496274.2f,83.130607.2f
31.318983.2f,32.051477.2f,86.651955.2f,71.908021.2f,112.938152.2f,109.399111.2f,90.193117.2f,58.176600.2f,71.429862.2f,25.154035.2f,99.275037.2f,9.148655.2f,32.980608.2f,79.485960.2f,9.443293.2f,66.812754.2f,77.182208.2f,93.179829.2f,51.925302.2f,126.188229.2f,84.434237.2f,94.353291.2f,80.996292.2f,57.271204.2f,57.278692.2f,15.501059.2f,84.762802.2f,105.159762.2f,101.078482.2f,67.997870.2f,58.747030.2f,75.733207.2f,109.674730.2f,22.296130.2f,50.272998.2f,38.026830.2f,40.736012.2f,54.330726.2f,99.821698.2f,49.551743.2f,22.413147.2f,61.729901.2f,55.893364.2f,92.192420.2f,69.258822.2f,56.664486.2f,87.911629.2f,95.739306.2f,79.285429.2f,68.832556.2f
82.510602.2f,73.276321.2f,29.843407.2f,40.152385.2f,58.748549.2f,48.043384.2f,56.970758.2f,79.887409.2f,63.674669.2f,54.193228.2f,49.239864.2f,71.275557.2f,75.112941.2f,9.463813.2f,70.041454.2f,80.390363.2f,27.857584.2f,47.146041.2f,58.917046.2f,59.009442.2f,19.397277.2f,15.098035.2f,40.338996.2f,66.830265.2f,39.984302.2f,63.866085.2f,20.859506.2f,62.162634.2f,25.394492.2f,21.728838.2f,34.123718.2f,4.176111.2f,41.733237.2f,61.772967.2f,40.764258.2f,76.550182.2f,52.995658.2f,33.272627.2f,37.672482.2f,76.623750.2f,61.995006.2f,83.240493.2f,40.891005.2f,81.286782.2f,13.683475.2f,45.572848.2f,15.966339.2f,68.346548.2f,1.436934.2f,84.674792.2f
28.922742.2f,19.506093.2f,50.993024.2f,33.842912.2f,74.798845.2f,72.493586.2f,51.532526.2f,32.508465.2f,34.653028.2f,22.993367.2f,61.192039.2f,35.665058.2f,21.275681.2f,50.125941.2f,33.061496.2f,37.851242.2f,65.302264.2f,54.975165.2f,15.659856.2f,89.812082.2f,51.621959.2f,68.236538.2f,74.480762.2f,23.996112.2f,54.496902.2f,26.998521.2f,51.500698.2f,66.494265.2f,69.764217.2f,35.623632.2f,51.908006.2f,51.670471.2f,74.381156.2f,16.539148.2f,14.384757.2f,22.824319.2f,2.056921.2f,21.225819.2f,63.784885.2f,25.989354.2f,16.355013.2f,36.604143.2f,53.770397.2f,56.925542.2f,40.705911.2f,18.146979.2f,56.758506.2f,57.610001.2f,53.243224.2f,41.474870.2f
58.726127.2f,50.368575.2f,44.914496.2f,40.903430.2f,75.519055.2f,67.922651.2f,62.508389.2f,64.682585.2f,57.599243.2f,25.872679.2f,62.917943.2f,42.528278.2f,52.363907.2f,30.879162.2f,41.399449.2f,68.305742.2f,32.294016.2f,58.280530.2f,44.506945.2f,82.463462.2f,38.574775.2f,43.704596.2f,41.590060.2f,53.668802.2f,24.473294.2f,35.462576.2f,39.428331.2f,73.430932.2f,52.421070.2f,25.132226.2f,20.250517.2f,25.052129.2f,64.918066.2f,35.324432.2f,25.796445.2f,55.143917.2f,33.160605.2f,20.948755.2f,57.206901.2f,58.928109.2f,35.634494.2f,68.640448.2f,24.302356.2f,79.421043.2f,21.488661.2f,35.158659.2f,39.956582.2f,72.507105.2f,28.947198.2f,72.362040.2f
43.601540.2f,35.660876.2f,40.929859.2f,20.727967.2f,55.251710.2f,56.769215.2f,28.471149.2f,24.520474.2f,8.610348.2f,48.764483.2f,42.710401.2f,61.690346.2f,36.199062.2f,50.749229.2f,59.041178.2f,22.489827.2f,78.460055.2f,36.523853.2f,11.848616.2f,74.240189.2f,46.895812.2f,69.346099.2f,89.700405.2f,11.756685.2f,73.905517.2f,53.185075.2f,46.042711.2f,44.052510.2f,64.332511.2f,36.466732.2f,69.870160.2f,57.815290.2f,61.992824.2f,42.332974.2f,23.999930.2f,33.569305.2f,24.342381.2f,29.177372.2f,50.920379.2f,25.748693.2f,42.075636.2f,26.831755.2f,73.556025.2f,31.224664.2f,44.979905.2f,14.513007.2f,53.545084.2f,32.146558.2f,57.036141.2f,26.732522.2f
71.466324.2f,61.983369.2f,16.088619.2f,22.775492.2f,46.963436.2f,38.676102.2f,40.181896.2f,64.537421.2f,46.557216.2f,49.975222.2f,35.316153.2f,67.751353.2f,63.626410.2f,9.090537.2f,65.966174.2f,64.107677.2f,43.135207.2f,31.883865.2f,44.127995.2f,53.419342.2f,9.906647.2f,27.804197.2f,55.625413.2f,51.221157.2f,49.113279.2f,59.256872.2f,10.433560.2f,47.338843.2f,27.249266.2f,7.016046.2f,43.379363.2f,18.504206.2f,36.034433.2f,54.210729.2f,28.324294.2f,64.150219.2f,41.266228.2f,21.577037.2f,27.937216.2f,62.337086.2f,54.320378.2f,67.609371.2f,49.586354.2f,63.868540.2f,8.541040.2f,30.398813.2f,14.131187.2f,51.460379.2f,16.093746.2f,68.371278.2f
46.660394.2f,39.182623.2f,41.703701.2f,22.132598.2f,53.231700.2f,55.773806.2f,25.787576.2f,24.815029.2f,3.850875.2f,53.510052.2f,41.247872.2f,66.239668.2f,39.548716.2f,53.207216.2f,63.579735.2f,21.000527.2f,82.226957.2f,35.257467.2f,16.065286.2f,73.052769.2f,48.548568.2f,71.545626.2f,93.643341.2f,13.539384.2f,78.327416.2f,57.803012.2f,47.584517.2f,41.259036.2f,65.466844.2f,39.420729.2f,74.183041.2f,60.929334.2f,61.716906.2f,46.864049.2f,28.510043.2f,36.502263.2f,29.037441.2f,33.302601.2f,50.749675.2f,27.564915.2f,46.594598.2f,26.454359.2f,78.010503.2f,26.470899.2f,48.116630.2f,18.814827.2f,55.297057.2f,28.176360.2f,59.837133.2f,25.053910.2f
40.113360.2f,30.641123.2f,38.687287.2f,21.461371.2f,62.501765.2f,59.991872.2f,40.390596.2f,35.228107.2f,27.776155.2f,31.214757.2f,48.859283.2f,46.497534.2f,32.137369.2f,40.099558.2f,44.033847.2f,37.671471.2f,61.394847.2f,42.697493.2f,14.190113.2f,77.323305.2f,40.171749.2f,58.784964.2f,71.942181.2f,23.099259.2f,54.850390.2f,37.505789.2f,39.894381.2f,54.856741.2f,58.476235.2f,25.037709.2f,51.092251.2f,43.842662.2f,62.039680.2f,28.239772.2f,5.220225.2f,32.329635.2f,10.616570.2f,12.319818.2f,51.358130.2f,31.300600.2f,28.140184.2f,38.916329.2f,54.434675.2f,50.317559.2f,31.672359.2f,6.464945.2f,45.783456.2f,47.727093.2f,44.463528.2f,41.826991.2f
71.306411.2f,64.857653.2f,66.998234.2f,65.019626.2f,97.874375.2f,89.048460.2f,86.579771.2f,84.323609.2f,80.877102.2f,33.942969.2f,85.888122.2f,42.997098.2f,66.833741.2f,49.442104.2f,43.378649.2f,89.334869.2f,27.402042.2f,81.672494.2f,65.794009.2f,101.896416.2f,58.929051.2f,55.403943.2f,28.912474.2f,74.910307.2f,5.437534.2f,40.397956.2f,60.069804.2f,97.011570.2f,68.761377.2f,48.245746.2f,9.787421.2f,39.238778.2f,84.353490.2f,46.590033.2f,48.627134.2f,70.791787.2f,52.626334.2f,44.829289.2f,78.252624.2f,77.351180.2f,47.020799.2f,88.427479.2f,3.968119.2f,103.066892.2f,42.404643.2f,58.411689.2f,58.276570.2f,96.637020.2f,44.239041.2f,93.137925.2f
28.818834.2f,27.310320.2f,70.167778.2f,49.878523.2f,81.781305.2f,85.098347.2f,53.945372.2f,4.779180.2f,29.805150.2f,56.110015.2f,70.410603.2f,61.304601.2f,26.076755.2f,78.187088.2f,58.731529.2f,11.446009.2f,100.460603.2f,64.541605.2f,25.634704.2f,102.275693.2f,75.597427.2f,97.036558.2f,110.258128.2f,18.149803.2f,90.570438.2f,55.397475.2f,74.857691.2f,68.683931.2f,93.375330.2f,63.194405.2f,87.961484.2f,83.340166.2f,91.011148.2f,44.544393.2f,44.719432.2f,20.976697.2f,35.637175.2f,51.973905.2f,79.991991.2f,10.582550.2f,44.112836.2f,3.910753.2f,89.817464.2f,40.269127.2f,70.848737.2f,39.032023.2f,82.077778.2f,52.583576.2f,83.530215.2f,11.030143.2f
74.449851.2f,66.751485.2f,33.446195.2f,26.754951.2f,28.045289.2f,34.922902.2f,5.269666.2f,50.655203.2f,25.644834.2f,75.783937.2f,20.195638.2f,90.835168.2f,67.233809.2f,52.692974.2f,88.287207.2f,43.848047.2f,88.512056.2f,17.240662.2f,42.813777.2f,50.178116.2f,43.846624.2f,67.157197.2f,100.956384.2f,41.230770.2f,91.370776.2f,81.945052.2f,42.412345.2f,14.115553.2f,55.119149.2f,44.782238.2f,86.160809.2f,63.822333.2f,43.914295.2f,71.875301.2f,47.045470.2f,64.299325.2f,53.290828.2f,47.808584.2f,34.958198.2f,54.985095.2f,71.685689.2f,51.001345.2f,91.477690.2f,24.382557.2f,52.919919.2f,38.162769.2f,50.004369.2f,6.549482.2f,60.678621.2f,46.664611.2f
96.815952.2f,87.625746.2f,20.023318.2f,37.436988.2f,17.278281.2f,4.861197.2f,34.087088.2f,80.319706.2f,55.583022.2f,83.135992.2f,16.596072.2f,100.719128.2f,88.820914.2f,35.456861.2f,98.674090.2f,75.899904.2f,70.736294.2f,21.011990.2f,64.699791.2f,19.602883.2f,25.786765.2f,40.079495.2f,82.904894.2f,67.895124.2f,82.186706.2f,91.863551.2f,24.719868.2f,27.632189.2f,23.634992.2f,39.823028.2f,76.294799.2f,46.922104.2f,7.158526.2f,84.899753.2f,56.709134.2f,87.668461.2f,68.438221.2f,52.330746.2f,6.878447.2f,81.718337.2f,84.902776.2f,81.963283.2f,82.874368.2f,61.168645.2f,42.748134.2f,53.053367.2f,27.361317.2f,42.833723.2f,42.079307.2f,79.529037.2f
52.657980.2f,51.099840.2f,75.403897.2f,57.109111.2f,77.539149.2f,84.240950.2f,51.422255.2f,25.159065.2f,33.023498.2f,78.100326.2f,69.142205.2f,84.958585.2f,49.982907.2f,88.513730.2f,82.342583.2f,18.326678.2f,116.483377.2f,64.476107.2f,41.952269.2f,99.871384.2f,83.328665.2f,106.699146.2f,127.365253.2f,32.775059.2f,109.780814.2f,78.554656.2f,82.253382.2f,62.981521.2f,99.335663.2f,74.692791.2f,106.402137.2f,96.134443.2f,92.304612.2f,67.383783.2f,60.668390.2f,44.905509.2f,55.130747.2f,66.909098.2f,82.076746.2f,33.714272.2f,66.972168.2f,21.303930.2f,109.216240.2f,27.267212.2f,83.299973.2f,52.303212.2f,90.125862.2f,45.109093.2f,95.165467.2f,14.841222.2f
95.329061.2f,85.997053.2f,17.014678.2f,36.405016.2f,23.582892.2f,11.320145.2f,36.880032.2f,80.642046.2f,56.611117.2f,79.366719.2f,20.416678.2f,97.073404.2f,87.305303.2f,29.698377.2f,95.127774.2f,76.900241.2f,64.421824.2f,23.407278.2f,63.812604.2f,23.437676.2f,20.522818.2f,33.633891.2f,76.537037.2f,67.832006.2f,76.424655.2f,88.337272.2f,19.647816.2f,32.689816.2f,17.374528.2f,35.704864.2f,70.522997.2f,40.889060.2f,6.388795.2f,81.968315.2f,54.031851.2f,86.514636.2f,66.240442.2f,49.022470.2f,5.525618.2f,81.356792.2f,82.002258.2f,82.579871.2f,77.160287.2f,64.412053.2f,37.644549.2f,51.440007.2f,21.255397.2f,46.561100.2f,35.980413.2f,80.702654.2f
95.259977.2f,86.394337.2f,23.998513.2f,36.573079.2f,7.481677.2f,6.525245.2f,27.340465.2f,76.110583.2f,50.738283.2f,85.655168.2f,10.133311.2f,102.850422.2f,87.391580.2f,42.690462.2f,100.639003.2f,70.738773.2f,79.095559.2f,16.289945.2f,62.619903.2f,21.800509.2f,32.490123.2f,49.751811.2f,91.458546.2f,64.458224.2f,88.836462.2f,93.850696.2f,31.179183.2f,17.885350.2f,33.746899.2f,43.884436.2f,83.006803.2f,54.577981.2f,16.973518.2f,85.899969.2f,57.756347.2f,85.667181.2f,68.424615.2f,54.571452.2f,13.768193.2f,78.537755.2f,85.849042.2f,77.295150.2f,89.400393.2f,53.096883.2f,48.482335.2f,52.440879.2f,35.578154.2f,34.422249.2f,49.975165.2f,74.073147.2f
